0,0,0,0,0,0,0,0,0,0,0,0,577,20949
38,0,0,118,0,5,0,15,0,0,0,76,252,8381
0,0,88,3677,0,38,8,93,4,0,82,62,4052,12568
0,0,567,21100,0,78,131,521,25,0,381,29,22832,4110
0,0,0,19002,0,0,0,0,2,0,0,0,19004,3801
0,0,2750,0,58,5,7,220,27,0,3008,1,6075,375
0,0,0,1431,0,39,0,68,2,0,0,70,1610,4283
